episode;personality;hitsInflicted;dragonsKilled;hasKey;timeToFindKey;agentCollisions;distanceTraveled;avgSpeed;avgDistanceFromAgents;avgDistanceFromDragons;idleTime;timeInVicinityOfAgents
37;Conscientious;1;1;0;-1.000;3;13.143;0.365;2.835;4.272;0.420;6.260
37;Introvert;1;0;0;-1.000;4;28.638;2.603;2.742;5.533;0.620;6.640
38;Extrovert;0;0;0;-1.000;2;13.362;0.013;2.917;6.784;1.380;2.260
38;NonAgreeable;2;1;1;3.301;1;22.343;2.906;3.015;8.975;0.220;2.980
38;Conscientious;3;1;0;-1.000;2;11.664;1.217;3.899;4.474;0.720;1.660
38;Introvert;1;0;0;-1.000;1;20.258;2.086;3.159;9.901;0.520;2.380
39;Extrovert;0;0;0;-1.000;1;16.844;1.251;2.987;8.677;5.200;5.080
39;NonAgreeable;3;1;0;-1.000;0;38.113;2.360;3.570;7.890;0.320;2.580
39;Conscientious;2;0;0;-1.000;3;18.334;0.878;2.778;5.813;0.820;7.120
39;Introvert;1;1;1;1.760;2;33.731;1.157;2.805;7.980;0.420;6.880
40;Extrovert;0;0;0;-1.000;0;18.522;0.000;3.791;4.645;6.040;2.380
40;NonAgreeable;3;0;1;11.639;5;47.792;3.000;3.217;7.066;0.520;8.380
40;Conscientious;2;1;0;-1.000;3;27.030;0.235;3.606;7.001;2.220;6.640
40;Introvert;1;1;0;-1.000;4;31.510;0.925;4.269;10.407;1.720;2.380
41;Extrovert;0;0;0;-1.000;10;22.509;0.965;3.353;10.118;2.880;6.200
41;NonAgreeable;2;0;1;6.198;4;27.921;3.000;2.929;4.862;0.320;8.820
41;Conscientious;2;1;0;-1.000;0;15.238;1.280;3.607;4.127;1.420;3.960
41;Introvert;2;1;0;-1.000;10;26.061;1.255;2.891;7.165;0.920;7.160
42;Extrovert;0;0;0;-1.000;0;9.276;0.003;4.319;9.194;1.540;0.000
42;NonAgreeable;3;1;1;1.001;0;21.469;1.074;4.015;8.444;0.420;0.000
42;Conscientious;0;0;0;-1.000;0;16.993;0.928;3.781;5.855;0.420;0.000
42;Introvert;3;1;0;-1.000;0;10.909;0.246;4.111;6.342;0.320;0.000
43;Extrovert;0;0;0;-1.000;0;14.455;0.001;3.988;7.930;2.160;0.380
43;NonAgreeable;3;0;1;2.080;0;22.461;3.000;3.771;4.756;0.120;2.200
43;Conscientious;0;0;0;-1.000;0;13.862;0.257;3.500;7.451;0.700;0.000
43;Introvert;3;2;0;-1.000;0;24.979;0.030;4.022;8.685;0.580;2.580
44;Extrovert;0;0;0;-1.000;0;9.444;0.927;2.970;6.429;2.820;2.260
44;NonAgreeable;4;1;0;-1.000;2;23.483;3.000;2.629;4.914;0.120;5.300
44;Conscientious;0;0;0;-1.000;4;16.436;2.445;2.813;6.662;1.020;5.800
44;Introvert;2;1;1;0.760;4;23.704;3.000;2.894;6.715;0.620;5.440
45;Extrovert;1;1;0;-1.000;6;12.362;0.645;2.878;5.465;3.180;7.180
45;NonAgreeable;5;1;0;-1.000;1;23.313;3.000;4.171;4.464;0.420;1.160
45;Conscientious;0;0;0;-1.000;5;18.934;1.685;3.044;10.030;0.320;6.020
45;Introvert;0;0;1;0.720;0;23.596;3.000;4.290;14.150;0.620;0.000
46;Extrovert;0;0;0;-1.000;1;20.314;0.384;3.903;5.697;4.100;3.740
46;NonAgreeable;5;0;1;8.140;6;37.874;3.000;3.683;2.702;0.300;9.980
46;Conscientious;2;2;0;-1.000;5;21.391;1.149;3.965;3.782;0.800;7.980
46;Introvert;0;0;0;-1.000;0;14.374;0.780;6.005;13.086;0.800;0.000
47;Extrovert;0;0;0;-1.000;3;16.277;0.030;2.864;4.913;2.340;6.920
47;NonAgreeable;2;0;1;6.162;4;23.155;3.000;2.759;4.733;0.020;6.100
47;Conscientious;1;1;0;-1.000;3;14.084;1.539;2.783;5.791;0.120;7.040
47;Introvert;3;1;0;-1.000;0;18.322;1.863;4.953;6.134;0.620;0.260
48;Extrovert;0;0;0;-1.000;7;13.477;0.628;2.394;8.174;1.620;7.900
48;NonAgreeable;0;0;1;3.100;3;22.436;3.000;2.816;10.432;0.620;5.920
48;Conscientious;0;0;0;-1.000;6;12.950;0.196;2.738;8.629;0.620;6.580
48;Introvert;6;2;0;-1.000;0;14.267;2.304;4.409;5.863;0.320;0.000
49;Extrovert;0;0;0;-1.000;3;10.365;0.727;2.718;4.457;1.100;3.420
49;NonAgreeable;5;2;0;-1.000;3;17.298;3.000;2.611;2.947;0.160;3.420
49;Conscientious;0;0;0;-1.000;0;15.524;0.038;4.367;9.483;0.140;0.000
49;Introvert;1;0;1;1.241;0;19.463;1.163;3.651;4.160;0.060;0.000
50;Extrovert;0;0;0;-1.000;1;12.822;1.997;2.741;5.007;1.620;1.660
50;NonAgreeable;2;0;1;2.921;2;21.396;0.873;2.130;6.151;0.320;4.260
50;Conscientious;3;1;0;-1.000;0;10.389;0.949;3.245;4.028;1.020;0.300
50;Introvert;1;1;0;-1.000;3;21.873;2.713;2.387;7.845;0.220;4.560
51;Extrovert;0;0;0;-1.000;4;13.165;1.977;3.280;6.568;2.800;10.180
51;NonAgreeable;6;2;1;4.421;0;32.478;2.890;3.855;3.356;0.320;0.480
51;Conscientious;0;0;0;-1.000;4;14.290;1.160;3.515;7.753;0.520;10.180
51;Introvert;0;0;0;-1.000;0;16.117;0.344;5.706;10.811;1.220;0.000
52;Extrovert;0;0;0;-1.000;1;18.896;0.737;3.670;8.001;3.820;1.000
52;NonAgreeable;4;2;1;7.860;2;35.408;2.960;3.463;5.620;0.120;5.140
52;Conscientious;0;0;0;-1.000;0;20.216;0.392;4.282;7.487;0.720;1.480
52;Introvert;2;0;0;-1.000;1;21.843;1.886;3.454;6.652;1.720;2.660
53;Extrovert;0;0;0;-1.000;2;10.981;0.046;2.934;5.881;2.580;1.880
53;NonAgreeable;2;0;0;-1.000;10;18.703;0.314;2.428;5.056;0.320;5.960
53;Conscientious;0;0;0;-1.000;7;15.739;3.000;2.322;7.642;0.320;4.820
53;Introvert;1;1;0;-1.000;3;19.817;3.000;2.729;7.047;0.120;3.020
54;Extrovert;0;0;0;-1.000;10;21.280;1.531;3.618;4.792;5.500;14.620
54;NonAgreeable;5;1;1;16.561;10;52.837;3.000;3.552;5.285;0.520;6.440
54;Conscientious;1;1;0;-1.000;8;28.360;0.133;3.604;7.547;1.720;16.000
54;Introvert;0;0;0;-1.000;2;23.718;0.192;5.735;10.519;1.820;1.400
55;Extrovert;0;0;0;-1.000;4;11.372;0.255;2.455;7.258;3.080;5.360
55;NonAgreeable;6;2;1;4.400;0;30.890;3.000;4.100;4.649;0.520;0.000
55;Conscientious;0;0;0;-1.000;3;11.745;0.264;2.947;8.244;0.720;4.380
55;Introvert;0;0;0;-1.000;3;17.494;0.120;2.942;7.381;0.620;4.280
56;Extrovert;1;0;0;-1.000;6;21.671;1.541;3.439;6.544;5.080;6.700
56;NonAgreeable;4;1;1;5.681;11;44.718;3.000;3.110;4.539;0.120;10.100
56;Conscientious;1;1;0;-1.000;6;28.733;0.586;2.931;4.656;0.520;11.120
56;Introvert;0;0;0;-1.000;1;28.516;0.083;4.840;8.714;2.280;0.400
57;Extrovert;0;0;0;-1.000;3;19.439;0.066;2.822;7.745;3.740;4.460
57;NonAgreeable;2;1;0;-1.000;5;40.262;3.000;2.915;6.266;0.420;7.440
57;Conscientious;1;0;0;-1.000;6;21.379;1.960;2.841;7.941;1.120;5.760
57;Introvert;3;1;1;1.699;2;29.810;3.000;3.738;6.913;0.320;4.320
58;Extrovert;0;0;0;-1.000;0;15.798;1.893;2.258;4.608;3.740;6.560
58;NonAgreeable;3;0;1;5.721;5;35.993;3.000;2.823;4.674;0.320;7.060
58;Conscientious;0;0;0;-1.000;2;12.313;2.603;2.887;7.690;1.920;6.560
58;Introvert;4;2;0;-1.000;3;22.276;1.760;2.936;3.336;1.120;4.560
59;Extrovert;0;0;0;-1.000;1;17.611;0.505;3.222;9.542;2.420;2.280
59;NonAgreeable;3;2;1;1.838;1;28.592;2.405;3.126;9.376;0.420;2.900
59;Conscientious;3;0;0;-1.000;0;13.168;1.289;4.322;4.136;1.080;0.860
59;Introvert;0;0;0;-1.000;0;13.422;0.805;4.997;11.243;0.920;0.000
60;Extrovert;0;0;0;-1.000;5;16.104;1.448;2.273;8.142;2.840;6.820
60;NonAgreeable;0;0;1;4.821;5;26.301;3.000;2.391;7.890;0.320;6.160
60;Conscientious;0;0;0;-1.000;5;14.482;2.337;2.310;4.989;0.920;6.920
60;Introvert;6;2;0;-1.000;3;19.677;0.308;3.457;5.223;0.700;1.760
61;Extrovert;0;0;0;-1.000;2;15.078;0.266;3.282;5.977;3.080;2.340
61;NonAgreeable;4;2;1;2.539;2;30.053;2.910;3.260;7.111;0.120;1.980
61;Conscientious;0;0;0;-1.000;2;17.765;1.424;3.820;10.775;0.620;3.060
61;Introvert;2;0;0;-1.000;2;26.215;1.970;3.265;5.908;0.620;3.420
62;Extrovert;0;0;0;-1.000;6;15.650;0.084;2.188;8.529;3.740;13.540
62;NonAgreeable;2;0;1;1.779;7;22.979;2.815;2.796;8.449;0.520;7.280
62;Conscientious;0;0;0;-1.000;5;17.904;2.402;3.136;11.233;0.820;8.960
62;Introvert;4;2;0;-1.000;0;20.628;3.000;3.285;5.032;0.740;2.500
63;Extrovert;0;0;0;-1.000;4;23.947;1.131;2.961;10.194;4.420;8.700
63;NonAgreeable;3;1;0;-1.000;13;42.694;1.737;2.380;5.853;0.520;18.340
63;Conscientious;3;1;0;-1.000;6;24.246;1.958;2.954;6.711;1.360;12.120
63;Introvert;0;0;1;0.781;7;39.632;2.916;2.546;5.900;0.320;12.100
64;Extrovert;2;1;0;-1.000;9;19.843;0.285;2.974;4.383;5.380;10.020
64;NonAgreeable;2;0;1;8.461;6;41.673;3.000;3.100;4.744;0.220;7.440
64;Conscientious;1;0;0;-1.000;7;22.609;1.474;2.912;4.070;1.620;9.960
64;Introvert;1;1;0;-1.000;4;25.250;0.084;4.037;7.264;0.880;4.620
65;Extrovert;0;0;0;-1.000;4;21.191;0.107;2.072;6.489;3.040;8.720
65;NonAgreeable;3;2;1;7.941;8;32.708;3.000;1.993;4.887;0.520;13.360
65;Conscientious;4;0;0;-1.000;8;21.384;1.146;1.954;5.111;0.920;11.480
65;Introvert;0;0;0;-1.000;4;20.203;0.067;2.023;6.775;0.960;9.360
66;Extrovert;0;0;0;-1.000;6;35.329;0.021;3.094;8.097;4.620;12.320
66;NonAgreeable;2;1;0;-1.000;7;65.818;0.360;2.717;8.273;0.720;16.360
66;Conscientious;2;1;0;-1.000;3;32.286;0.756;3.136;7.178;2.120;8.220
66;Introvert;2;0;1;1.000;0;52.057;1.498;3.527;7.983;1.020;3.820
67;Extrovert;0;0;0;-1.000;2;13.252;0.830;2.794;5.740;3.720;2.740
67;NonAgreeable;0;0;1;2.820;5;25.358;3.000;2.728;4.474;0.120;5.840
67;Conscientious;3;1;0;-1.000;2;10.714;0.876;3.271;3.838;0.660;2.360
67;Introvert;3;1;0;-1.000;7;14.785;0.276;2.730;6.043;0.720;5.200
68;Extrovert;0;0;0;-1.000;0;14.256;0.003;4.478;11.337;3.180;0.080
68;NonAgreeable;4;1;0;-1.000;3;27.962;3.000;3.406;4.744;0.220;5.300
68;Conscientious;0;0;0;-1.000;0;9.515;0.911;4.512;10.195;1.220;0.720
68;Introvert;2;1;1;0.920;3;24.893;2.774;3.918;7.083;0.320;4.500
69;Extrovert;0;0;0;-1.000;1;14.261;0.044;3.090;4.445;3.760;2.600
69;NonAgreeable;1;1;0;-1.000;4;26.424;3.000;2.601;7.432;0.320;9.640
69;Conscientious;2;0;0;-1.000;5;21.545;1.135;2.252;5.849;0.980;11.620
69;Introvert;3;1;1;2.860;2;24.990;1.706;2.838;5.037;0.220;5.420
70;Extrovert;0;0;0;-1.000;0;17.668;0.016;3.448;10.466;2.000;1.820
70;NonAgreeable;2;1;1;3.258;3;27.925;3.000;3.858;9.402;0.420;3.680
70;Conscientious;0;0;0;-1.000;0;20.203;0.636;3.912;9.064;0.220;0.140
70;Introvert;4;1;0;-1.000;3;17.257;0.002;3.714;3.823;0.940;2.000
71;Extrovert;0;0;0;-1.000;8;19.382;0.188;2.630;7.186;1.740;7.880
71;NonAgreeable;6;2;1;2.440;6;32.086;3.000;2.554;4.353;0.300;7.020
71;Conscientious;0;0;0;-1.000;6;16.010;1.887;3.111;5.999;0.800;5.060
71;Introvert;0;0;0;-1.000;2;21.413;0.243;3.580;5.535;1.200;1.660
72;Extrovert;0;0;0;-1.000;2;14.745;0.249;2.965;8.583;1.300;3.920
72;NonAgreeable;3;1;1;2.320;2;24.588;3.000;2.943;7.836;0.120;2.940
72;Conscientious;0;0;0;-1.000;1;15.432;1.617;4.085;11.666;0.320;2.240
72;Introvert;3;1;0;-1.000;3;19.396;0.915;3.828;6.023;0.420;3.780
73;Extrovert;0;0;0;-1.000;0;10.515;0.731;3.383;7.219;2.220;0.000
73;NonAgreeable;0;0;1;3.260;0;19.660;3.000;4.515;9.076;0.120;0.000
73;Conscientious;4;2;0;-1.000;1;17.979;0.598;3.287;3.683;1.020;3.920
73;Introvert;2;0;0;-1.000;1;16.417;2.727;3.184;4.812;0.520;3.920
74;Extrovert;0;0;0;-1.000;1;14.633;0.696;3.353;6.862;2.900;0.920
74;NonAgreeable;3;1;1;3.902;4;23.698;2.549;2.847;3.038;0.300;5.260
74;Conscientious;2;1;0;-1.000;4;17.791;0.778;2.916;3.122;0.700;4.700
74;Introvert;1;0;0;-1.000;1;16.977;0.942;3.489;4.497;1.000;0.360
75;Extrovert;2;1;0;-1.000;2;19.187;0.640;2.916;4.183;4.660;4.940
75;NonAgreeable;4;1;0;-1.000;4;42.480;2.907;2.581;5.343;0.520;7.280
75;Conscientious;0;0;0;-1.000;3;19.748;1.553;2.732;6.859;1.220;7.360
