episode;personality;hitsInflicted;dragonsKilled;hasKey;timeToFindKey;agentCollisions;distanceTraveled;avgSpeed;avgDistanceFromAgents;avgDistanceFromDragons;idleTime;timeInVicinityOfAgents
68;Extrovert;0;0;0;-1;3;16.454;0.793;3.073;7.148;0.64;5.62
68;Introvert;3;1;1;2.96;1;21.378;3;3.675;7.231;0.22;0.74
68;NonConscientious;2;1;0;-1;1;13.85;2.151;3.629;4.293;0.42;0.74
68;Neurotic;1;0;0;-1;3;14.179;2.136;2.651;3.963;0.26;5.62
69;Extrovert;0;0;0;-1;5;25.883;0.145;2.355;5.828;1.46;9.26
69;Introvert;3;1;1;1.178;3;31.161;3;2.974;5.972;0.22;3.48
69;NonConscientious;3;1;0;-1;2;25.467;0.696;2.88;5.373;0.6;4.32
69;Neurotic;0;0;0;-1;2;11.694;1.206;2.564;6.41;0.82;4.88
70;Extrovert;0;0;0;-1;5;13.298;0.003;2.79;4.952;2.86;7.66
70;Introvert;2;1;1;2.902;2;33.924;3;3.097;7.316;0.02;4.76
70;NonConscientious;4;1;0;-1;6;20.258;2.534;2.302;5.05;0.72;10.24
70;Neurotic;0;0;0;-1;3;14.758;0.539;3.382;5.331;0.72;3.56
71;Extrovert;0;0;0;-1;1;20.866;0.002;3.143;5.451;1.14;2.14
71;Introvert;2;1;0;-1;0;18.355;2.144;3.697;6.852;0.12;2.72
71;NonConscientious;1;0;0;-1;1;18.131;2.525;2.988;4.611;0.02;3.74
71;Neurotic;0;0;0;-1;0;13.848;0.502;4.871;8.851;1.32;0
72;Extrovert;5;2;0;-1;0;10.522;0.411;3.745;3.341;1.68;1.04
72;Introvert;1;0;1;0.881;1;26.861;3;3.193;7.579;0.02;2.02
72;NonConscientious;0;0;0;-1;2;22.182;1.331;3.377;8.7;0.32;1.8
72;Neurotic;0;0;0;-1;1;16.681;2.096;3.783;9.012;0.38;0.82
73;Extrovert;1;0;0;-1;3;16.99;0.002;2.484;5.81;1.08;4.54
