episode;personality;hitsInflicted;dragonsKilled;hasKey;timeToFindKey;agentCollisions;distanceTraveled;avgSpeed;avgDistanceFromAgents;avgDistanceFromDragons;idleTime;timeInVicinityOfAgents
59;Introvert;0;0;0;-1.000;7;20.471;0.915;2.734;7.432;5.800;5.600
59;Conscientious;0;0;0;-1.000;20;31.082;3.000;2.085;7.346;1.020;15.960
59;NonConscientious;2;1;1;0.860;8;36.923;3.000;2.388;5.294;0.320;13.200
59;Agreeable;4;1;0;-1.000;13;26.392;0.500;2.075;5.170;0.520;12.980
60;Introvert;1;0;0;-1.000;1;13.291;0.372;3.402;8.871;1.320;3.020
60;Conscientious;0;0;1;2.520;0;17.881;2.134;3.630;7.366;0.400;0.340
60;NonConscientious;2;0;0;-1.000;1;16.693;0.420;3.392;5.254;0.300;2.300
60;Agreeable;3;2;0;-1.000;2;21.989;0.489;2.864;4.782;0.300;4.980
61;Introvert;3;0;0;-1.000;3;13.988;0.135;2.587;3.264;1.700;2.760
61;Conscientious;0;0;0;-1.000;1;11.293;0.152;3.549;10.201;0.120;2.220
61;NonConscientious;1;1;1;1.880;2;20.879;3.000;2.581;3.258;0.420;2.360
61;Agreeable;2;1;0;-1.000;6;15.341;1.815;2.085;3.683;0.120;5.140
62;Introvert;0;0;0;-1.000;0;16.372;1.011;3.513;8.513;4.520;0.780
62;Conscientious;0;0;1;4.957;2;27.818;0.730;3.018;8.538;0.600;3.300
62;NonConscientious;1;0;0;-1.000;4;29.330;1.921;3.899;5.385;0.920;3.520
62;Agreeable;5;2;0;-1.000;6;23.865;0.010;2.997;5.333;0.800;6.040
63;Introvert;1;0;0;-1.000;0;20.022;2.061;2.786;8.168;3.360;0.540
63;Conscientious;2;0;0;-1.000;0;16.570;0.990;3.105;6.615;0.900;0.540
63;NonConscientious;0;0;0;-1.000;7;17.253;0.583;2.065;7.335;0.300;8.900
63;Agreeable;2;1;0;-1.000;7;21.151;0.888;2.067;7.299;0.700;8.900
64;Introvert;0;0;1;6.241;0;33.203;2.599;3.755;9.860;7.740;4.180
64;Conscientious;0;0;0;-1.000;0;38.337;2.062;3.497;6.575;1.820;2.300
64;NonConscientious;2;1;0;-1.000;2;33.987;0.377;3.216;6.886;2.120;11.380
64;Agreeable;4;1;0;-1.000;2;35.847;2.947;3.534;4.460;3.620;9.500
65;Introvert;1;0;0;-1.000;0;15.843;2.431;3.317;5.466;1.700;0.500
65;Conscientious;0;0;1;1.001;0;24.988;3.000;3.983;9.070;0.520;1.260
65;NonConscientious;3;1;0;-1.000;0;12.025;1.898;3.951;6.004;0.820;0.000
65;Agreeable;2;1;0;-1.000;0;21.625;2.106;2.932;6.864;0.220;1.760
66;Introvert;3;1;0;-1.000;1;25.048;2.599;3.567;6.346;2.500;2.700
66;Conscientious;0;0;1;2.640;1;24.153;3.000;3.455;8.107;0.720;3.000
66;NonConscientious;1;0;0;-1.000;4;27.673;2.373;3.173;6.745;0.620;2.960
66;Agreeable;2;1;0;-1.000;4;21.734;2.931;2.842;5.173;0.120;3.740
67;Introvert;0;0;1;2.599;0;29.383;2.254;3.128;5.869;0.800;1.540
67;Conscientious;0;0;0;-1.000;0;14.131;0.677;3.572;9.649;0.960;0.220
67;NonConscientious;5;2;0;-1.000;2;20.573;2.407;3.240;4.956;0.420;2.360
67;Agreeable;1;0;0;-1.000;2;21.933;3.000;3.136;6.640;1.120;2.340
68;Introvert;5;1;0;-1.000;0;21.748;2.188;3.772;4.646;4.100;1.960
68;Conscientious;0;0;1;3.019;3;29.730;2.413;2.981;7.237;1.020;4.420
68;NonConscientious;0;0;0;-1.000;6;27.306;0.588;3.051;7.116;1.520;6.980
68;Agreeable;1;1;0;-1.000;3;30.246;0.391;2.594;5.599;1.320;4.760
69;Introvert;1;1;0;-1.000;2;19.140;0.836;3.426;6.707;2.340;3.240
69;Conscientious;0;0;1;3.801;2;22.597;2.225;2.738;5.092;0.300;2.560
69;NonConscientious;4;1;0;-1.000;0;21.271;1.804;2.996;3.588;0.100;2.480
69;Agreeable;1;0;0;-1.000;0;19.834;1.513;2.619;4.891;0.400;1.800
70;Introvert;2;0;0;-1.000;0;25.859;0.099;5.327;4.334;6.500;0.000
70;Conscientious;0;0;0;-1.000;12;37.556;2.948;3.575;7.942;1.800;16.500
70;NonConscientious;3;1;1;0.801;5;35.793;3.000;4.278;8.819;0.100;12.200
70;Agreeable;1;1;0;-1.000;11;38.164;1.390;3.416;6.327;1.100;11.640
71;Introvert;0;0;0;-1.000;0;25.002;0.402;4.630;6.829;5.920;1.160
71;Conscientious;0;0;0;-1.000;5;29.328;0.718;3.713;11.087;1.620;12.460
71;NonConscientious;2;1;1;9.479;2;48.192;2.227;4.156;8.295;0.320;4.440
71;Agreeable;4;1;0;-1.000;7;31.356;1.540;3.389;7.002;1.620;15.740
72;Introvert;0;0;0;-1.000;0;15.880;0.831;3.409;12.071;2.420;0.000
72;Conscientious;0;0;0;-1.000;1;14.102;1.776;2.671;9.485;0.520;0.940
72;NonConscientious;1;0;0;-1.000;1;15.083;3.000;3.510;6.316;0.220;0.940
72;Agreeable;3;1;0;-1.000;0;15.220;1.520;3.604;10.990;0.120;0.000
73;Introvert;3;0;0;-1.000;0;16.812;1.850;4.073;3.781;1.900;1.280
73;Conscientious;1;1;0;-1.000;0;16.385;3.000;3.488;6.276;0.320;0.000
73;NonConscientious;2;1;1;3.140;0;33.103;3.000;4.158;8.393;0.160;1.280
73;Agreeable;0;0;0;-1.000;0;11.301;1.751;4.790;10.981;0.120;0.000
74;Introvert;5;2;0;-1.000;0;14.880;0.129;4.775;2.428;5.780;0.740
74;Conscientious;0;0;0;-1.000;2;25.104;1.117;4.524;14.131;0.320;5.000
74;NonConscientious;0;0;1;5.600;1;39.209;3.000;4.199;10.839;0.220;0.580
74;Agreeable;1;0;0;-1.000;3;29.568;0.839;3.542;7.682;0.720;5.740
75;Introvert;4;0;0;-1.000;0;40.310;0.953;4.216;5.810;4.660;2.740
75;Conscientious;0;0;1;5.801;1;25.357;3.000;3.396;7.566;0.320;0.600
75;NonConscientious;0;0;0;-1.000;0;35.642;0.704;4.082;7.314;2.020;1.640
75;Agreeable;2;2;0;-1.000;1;41.896;1.760;3.440;4.485;1.220;4.980
76;Introvert;0;0;0;-1.000;4;18.093;0.087;2.969;8.329;1.920;3.460
