episode;win;failReason;episodeDuration;timeToKillAllDragons;timeToGrabKey;timeFromKeyGrabToEscape
284;0;DragonEscaped;9.160;9.160;0.000;0.000
285;0;Timer;34.081;4.080;4.300;25.700
286;1;null;32.721;3.460;8.700;20.560
287;1;null;16.280;7.100;0.700;8.480
288;0;Timer;32.621;2.620;6.100;23.900
289;1;null;23.200;4.740;12.020;6.440
290;0;DragonEscaped;8.560;8.560;0.000;0.000
291;1;null;11.480;5.720;2.580;3.180
292;1;null;24.960;3.520;2.200;19.240
293;1;null;12.920;2.160;1.480;9.280
294;1;null;32.801;6.900;9.980;15.920
295;1;null;16.140;3.380;6.020;6.740
296;1;null;12.100;4.160;4.880;3.060
297;1;null;19.960;1.320;4.740;13.900
298;1;null;13.380;4.420;7.340;1.620
299;0;Timer;33.121;3.120;7.040;22.960
300;1;null;24.500;4.840;13.680;5.980
